Date,Time,Alert ID,Alert Name,Severity,Source Host,Protocol/Port,Destination IP,Executive Summary,Status,Category,Action Taken
01/28/2025,07:45:00 PM,565469275719817288,Data Exfiltration Pattern,Medium,192.168.29.14,ICMP port 1492,192.168.2.16,Host 192.168.29.14 shows port scan detected communication with 192.168.2.16 over ICMP port 1492. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated
01/25/2025,05:58:00 AM,494618309091799773,Brute Force Attempt,Medium,192.168.14.58,UDP port 5900,192.168.15.169,Host 192.168.14.58 shows data exfiltration pattern communication with 192.168.15.169 over UDP port 5900. Possible data exfiltration pattern detected.,Malicious,Malware,Escalated
01/18/2025,09:35:00 PM,283135133110991997,Anomalous SSH Activity,Medium,192.168.16.24,TCP port 8080,192.168.11.95,Host 192.168.16.24 shows anomalous ssh activity communication with 192.168.11.95 over TCP port 8080. ,Malicious,Policy Violation,Escalated
01/27/2025,06:36:00 AM,970220861423658181,Brute Force Attempt,Medium,192.168.25.202,TCP port 8080,192.168.15.36,Host 192.168.25.202 shows data exfiltration pattern communication with 192.168.15.36 over TCP port 8080. Possible data exfiltration pattern detected.,Malicious,Malware,Escalated
02/01/2025,05:17:00 AM,860771539717672999,Anomalous SSH Activity,High,192.168.11.48,TCP port 53,192.168.10.145,Host 192.168.11.48 shows uda - trojan horse traffic communication with 192.168.10.145 over TCP port 53. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked
01/07/2025,08:52:00 AM,301177949213268540,Malware Beaconing,Medium,192.168.26.15,ICMP port 53,192.168.7.42,Host 192.168.26.15 shows uda - trojan horse traffic communication with 192.168.7.42 over ICMP port 53. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated
01/05/2025,08:48:00 AM,628058402852393915,Malware Beaconing,High,192.168.5.60,UDP port 1492,192.168.10.53,Host 192.168.5.60 shows unauthorized access attempt communication with 192.168.10.53 over UDP port 1492. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated
01/26/2025,07:29:00 PM,350087391402574687,Suspicious DNS Query,Medium,192.168.26.241,ICMP port 53,192.168.6.154,Host 192.168.26.241 shows uda - trojan horse traffic communication with 192.168.6.154 over ICMP port 53. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated
01/06/2025,09:48:00 AM,448218282592595005,Brute Force Attempt,Medium,192.168.25.14,UDP port 5900,192.168.18.34,Host 192.168.25.14 shows suspicious dns query communication with 192.168.18.34 over UDP port 5900. ,Malicious,False Positive,Closed
01/06/2025,12:39:00 AM,946045677692175749,Brute Force Attempt,High,192.168.23.90,TCP port 53,192.168.21.150,Host 192.168.23.90 shows suspicious dns query communication with 192.168.21.150 over TCP port 53. ,Malicious,False Positive,Closed
01/23/2025,07:46:00 PM,851153708274155814,Malware Beaconing,Critical,192.168.16.79,UDP port 1492,192.168.10.207,Host 192.168.16.79 shows data exfiltration pattern communication with 192.168.10.207 over UDP port 1492. Possible data exfiltration pattern detected.,Malicious,Malware,Blocked
01/05/2025,01:40:00 AM,630458349847336463,Anomalous SSH Activity,Critical,192.168.27.115,ICMP port 3389,192.168.9.49,Host 192.168.27.115 shows brute force attempt communication with 192.168.9.49 over ICMP port 3389. Brute force behavior observed.,Malicious,Reconnaissance,Investigated
01/05/2025,04:57:00 PM,672621572025155400,Malware Beaconing,Medium,192.168.1.89,UDP port 53,192.168.14.211,Host 192.168.1.89 shows port scan detected communication with 192.168.14.211 over UDP port 53. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated
01/02/2025,06:56:00 AM,252265617913176885,UDA - Trojan Horse Traffic,Low,192.168.13.160,TCP port 3389,192.168.9.109,Host 192.168.13.160 shows suspicious dns query communication with 192.168.9.109 over TCP port 3389. ,Legitimate,Benign Activity,No Action Required
02/02/2025,01:17:00 AM,233046674684648090,Malware Beaconing,Low,192.168.11.137,TCP port 5900,192.168.2.7,Host 192.168.11.137 shows brute force attempt communication with 192.168.2.7 over TCP port 5900. Brute force behavior observed.,Legitimate,Reconnaissance,Investigated
02/04/2025,04:06:00 AM,653777326478896436,Anomalous SSH Activity,Medium,192.168.30.36,ICMP port 5900,192.168.13.187,Host 192.168.30.36 shows uda - trojan horse traffic communication with 192.168.13.187 over ICMP port 5900. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked
01/18/2025,02:51:00 PM,271186874807211281,Data Exfiltration Pattern,Critical,192.168.5.4,ICMP port 53,192.168.8.104,Host 192.168.5.4 shows anomalous ssh activity communication with 192.168.8.104 over ICMP port 53. ,Malicious,Policy Violation,Escalated
01/01/2025,12:03:00 AM,462641572623420492,Brute Force Attempt,Critical,192.168.29.217,TCP port 3389,192.168.29.53,Host 192.168.29.217 shows malware beaconing communication with 192.168.29.53 over TCP port 3389. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated
01/23/2025,03:20:00 AM,362599629003941162,Anomalous SSH Activity,Critical,192.168.10.175,TCP port 1492,192.168.19.194,Host 192.168.10.175 shows suspicious dns query communication with 192.168.19.194 over TCP port 1492. ,Malicious,False Positive,Closed
01/31/2025,11:49:00 PM,885791612035826153,Data Exfiltration Pattern,Low,192.168.9.37,TCP port 3389,192.168.1.2,Host 192.168.9.37 shows uda - trojan horse traffic communication with 192.168.1.2 over TCP port 3389. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated
01/26/2025,02:01:00 AM,110529009866452816,Data Exfiltration Pattern,Medium,192.168.25.127,TCP port 5900,192.168.9.235,Host 192.168.25.127 shows port scan detected communication with 192.168.9.235 over TCP port 5900. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated
01/16/2025,01:11:00 AM,646745031128582344,Brute Force Attempt,Critical,192.168.1.233,UDP port 443,192.168.5.207,Host 192.168.1.233 shows uda - trojan horse traffic communication with 192.168.5.207 over UDP port 443. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated
01/18/2025,10:16:00 PM,706562456099871288,Suspicious DNS Query,Medium,192.168.20.121,ICMP port 3389,192.168.14.160,Host 192.168.20.121 shows port scan detected communication with 192.168.14.160 over ICMP port 3389. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated
01/07/2025,10:41:00 PM,171786086797996453,Anomalous SSH Activity,High,192.168.4.11,TCP port 22,192.168.30.225,Host 192.168.4.11 shows brute force attempt communication with 192.168.30.225 over TCP port 22. Brute force behavior observed.,Malicious,Reconnaissance,Investigated
01/31/2025,09:24:00 AM,802485129337576658,Anomalous SSH Activity,Low,192.168.29.249,ICMP port 5900,192.168.8.32,Host 192.168.29.249 shows uda - trojan horse traffic communication with 192.168.8.32 over ICMP port 5900. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated
01/29/2025,10:47:00 PM,398605547778846852,Port Scan Detected,Medium,192.168.25.231,UDP port 1492,192.168.19.114,Host 192.168.25.231 shows anomalous ssh activity communication with 192.168.19.114 over UDP port 1492. ,Malicious,Policy Violation,Escalated
01/29/2025,02:30:00 AM,291913357656112433,Brute Force Attempt,Low,192.168.7.162,TCP port 8080,192.168.17.73,Host 192.168.7.162 shows data exfiltration pattern communication with 192.168.17.73 over TCP port 8080. Possible data exfiltration pattern detected.,Malicious,Malware,Escalated
01/24/2025,05:54:00 AM,914143415381179040,Anomalous SSH Activity,Medium,192.168.18.230,ICMP port 3389,192.168.23.182,Host 192.168.18.230 shows uda - trojan horse traffic communication with 192.168.23.182 over ICMP port 3389. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked
01/22/2025,05:22:00 AM,144325502635929539,Anomalous SSH Activity,High,192.168.6.4,ICMP port 5900,192.168.8.148,Host 192.168.6.4 shows data exfiltration pattern communication with 192.168.8.148 over ICMP port 5900. Possible data exfiltration pattern detected.,Malicious,Malware,Escalated
01/25/2025,11:49:00 AM,492560839313512533,Suspicious DNS Query,Critical,192.168.22.10,ICMP port 8080,192.168.21.175,Host 192.168.22.10 shows port scan detected communication with 192.168.21.175 over ICMP port 8080. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated
02/02/2025,11:13:00 AM,471326702971795867,Anomalous SSH Activity,High,192.168.4.27,UDP port 53,192.168.14.187,Host 192.168.4.27 shows anomalous ssh activity communication with 192.168.14.187 over UDP port 53. ,Malicious,Policy Violation,Escalated
01/31/2025,07:14:00 PM,410958423298500002,Malware Beaconing,Medium,192.168.25.66,UDP port 3389,192.168.16.80,Host 192.168.25.66 shows unauthorized access attempt communication with 192.168.16.80 over UDP port 3389. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated
01/29/2025,07:21:00 PM,869599971148934993,Brute Force Attempt,Low,192.168.24.146,ICMP port 1492,192.168.23.192,Host 192.168.24.146 shows uda - trojan horse traffic communication with 192.168.23.192 over ICMP port 1492. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated
01/12/2025,05:10:00 PM,820691703512687863,Anomalous SSH Activity,High,192.168.5.180,ICMP port 1492,192.168.24.12,Host 192.168.5.180 shows uda - trojan horse traffic communication with 192.168.24.12 over ICMP port 1492. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked
01/19/2025,09:35:00 AM,604946341559604488,Brute Force Attempt,Critical,192.168.24.63,UDP port 1492,192.168.9.105,Host 192.168.24.63 shows uda - trojan horse traffic communication with 192.168.9.105 over UDP port 1492. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked
01/02/2025,11:07:00 PM,391739382714678848,Unauthorized Access Attempt,Medium,192.168.13.161,UDP port 3389,192.168.11.112,Host 192.168.13.161 shows suspicious dns query communication with 192.168.11.112 over UDP port 3389. ,Malicious,False Positive,Closed
01/12/2025,08:49:00 AM,442559619528719547,Suspicious DNS Query,Critical,192.168.8.73,UDP port 3389,192.168.8.85,Host 192.168.8.73 shows uda - trojan horse traffic communication with 192.168.8.85 over UDP port 3389. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked
01/27/2025,01:33:00 AM,297241660762481637,Port Scan Detected,High,192.168.23.82,ICMP port 3389,192.168.24.89,Host 192.168.23.82 shows port scan detected communication with 192.168.24.89 over ICMP port 3389. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated
01/16/2025,05:46:00 AM,671834749587929012,Unauthorized Access Attempt,Critical,192.168.3.228,ICMP port 1492,192.168.21.62,Host 192.168.3.228 shows port scan detected communication with 192.168.21.62 over ICMP port 1492. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated
01/30/2025,10:32:00 PM,726752829337448281,Malware Beaconing,Medium,192.168.30.31,TCP port 1492,192.168.9.235,Host 192.168.30.31 shows suspicious dns query communication with 192.168.9.235 over TCP port 1492. ,Malicious,False Positive,Closed
01/01/2025,04:03:00 AM,589559659718430934,Anomalous SSH Activity,High,192.168.20.140,ICMP port 53,192.168.5.251,Host 192.168.20.140 shows data exfiltration pattern communication with 192.168.5.251 over ICMP port 53. Possible data exfiltration pattern detected.,Malicious,Malware,Blocked
01/03/2025,11:32:00 PM,171640113818077161,Port Scan Detected,Critical,192.168.8.184,UDP port 22,192.168.4.153,Host 192.168.8.184 shows anomalous ssh activity communication with 192.168.4.153 over UDP port 22. ,Malicious,Policy Violation,Escalated
01/13/2025,03:03:00 AM,973480851308150736,Anomalous SSH Activity,Medium,192.168.4.131,UDP port 3389,192.168.30.31,Host 192.168.4.131 shows anomalous ssh activity communication with 192.168.30.31 over UDP port 3389. ,Malicious,Policy Violation,Escalated
02/04/2025,03:46:00 PM,856780652915205775,Malware Beaconing,High,192.168.11.242,UDP port 22,192.168.27.87,Host 192.168.11.242 shows data exfiltration pattern communication with 192.168.27.87 over UDP port 22. Possible data exfiltration pattern detected.,Malicious,Malware,Escalated
01/22/2025,04:42:00 PM,743024961615875443,Anomalous SSH Activity,High,192.168.11.236,UDP port 443,192.168.7.177,Host 192.168.11.236 shows brute force attempt communication with 192.168.7.177 over UDP port 443. Brute force behavior observed.,Malicious,Reconnaissance,Investigated
01/27/2025,01:09:00 PM,993199113256244628,Port Scan Detected,Medium,192.168.22.51,TCP port 1492,192.168.6.224,Host 192.168.22.51 shows uda - trojan horse traffic communication with 192.168.6.224 over TCP port 1492. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked
01/08/2025,08:04:00 AM,780340796358977614,Brute Force Attempt,Critical,192.168.26.116,TCP port 22,192.168.21.189,Host 192.168.26.116 shows malware beaconing communication with 192.168.21.189 over TCP port 22. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated
01/30/2025,12:25:00 PM,416329413926279785,UDA - Trojan Horse Traffic,Low,192.168.15.236,TCP port 53,192.168.14.107,Host 192.168.15.236 shows uda - trojan horse traffic communication with 192.168.14.107 over TCP port 53. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked
01/28/2025,12:50:00 AM,687846352384089720,Data Exfiltration Pattern,Low,192.168.30.222,UDP port 80,192.168.22.146,Host 192.168.30.222 shows uda - trojan horse traffic communication with 192.168.22.146 over UDP port 80. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated
01/07/2025,03:00:00 PM,775877389587848128,Port Scan Detected,Critical,192.168.27.30,ICMP port 1492,192.168.9.122,Host 192.168.27.30 shows malware beaconing communication with 192.168.9.122 over ICMP port 1492. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked
01/24/2025,05:43:00 AM,804151587765642666,Malware Beaconing,Low,192.168.20.59,UDP port 443,192.168.18.27,Host 192.168.20.59 shows malware beaconing communication with 192.168.18.27 over UDP port 443. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked
01/08/2025,02:12:00 PM,945326625856196750,Data Exfiltration Pattern,Low,192.168.11.166,ICMP port 443,192.168.10.65,Host 192.168.11.166 shows unauthorized access attempt communication with 192.168.10.65 over ICMP port 443. Unauthorized access attempt detected.,Legitimate,Policy Violation,Escalated
01/01/2025,03:41:00 PM,970622529072033558,UDA - Trojan Horse Traffic,High,192.168.16.112,UDP port 1492,192.168.17.36,Host 192.168.16.112 shows suspicious dns query communication with 192.168.17.36 over UDP port 1492. ,Malicious,False Positive,Closed
01/18/2025,05:55:00 PM,659510981355594732,Port Scan Detected,Medium,192.168.30.191,TCP port 8080,192.168.25.62,Host 192.168.30.191 shows anomalous ssh activity communication with 192.168.25.62 over TCP port 8080. ,Malicious,Policy Violation,Escalated
01/31/2025,11:05:00 PM,119033213632905636,Anomalous SSH Activity,Low,192.168.19.1,UDP port 3389,192.168.25.75,Host 192.168.19.1 shows malware beaconing communication with 192.168.25.75 over UDP port 3389. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated
01/31/2025,05:29:00 PM,256107869553652267,Anomalous SSH Activity,High,192.168.24.214,ICMP port 53,192.168.19.58,Host 192.168.24.214 shows data exfiltration pattern communication with 192.168.19.58 over ICMP port 53. Possible data exfiltration pattern detected.,Malicious,Malware,Escalated
01/18/2025,08:42:00 PM,348633372265101948,Anomalous SSH Activity,High,192.168.9.25,UDP port 53,192.168.16.138,Host 192.168.9.25 shows brute force attempt communication with 192.168.16.138 over UDP port 53. Brute force behavior observed.,Malicious,Reconnaissance,Investigated
01/22/2025,02:54:00 PM,376496352849679953,Malware Beaconing,Low,192.168.30.72,ICMP port 53,192.168.30.225,Host 192.168.30.72 shows suspicious dns query communication with 192.168.30.225 over ICMP port 53. ,Legitimate,Benign Activity,No Action Required
01/09/2025,01:41:00 AM,284172768400451156,Unauthorized Access Attempt,Critical,192.168.1.243,TCP port 3389,192.168.25.199,Host 192.168.1.243 shows brute force attempt communication with 192.168.25.199 over TCP port 3389. Brute force behavior observed.,Malicious,Reconnaissance,Investigated
01/19/2025,11:37:00 PM,215764987662557433,Unauthorized Access Attempt,High,192.168.25.180,TCP port 1492,192.168.15.156,Host 192.168.25.180 shows anomalous ssh activity communication with 192.168.15.156 over TCP port 1492. ,Malicious,Policy Violation,Escalated
01/09/2025,04:03:00 PM,900472455291073018,Data Exfiltration Pattern,Low,192.168.4.245,TCP port 443,192.168.30.92,Host 192.168.4.245 shows brute force attempt communication with 192.168.30.92 over TCP port 443. Brute force behavior observed.,Legitimate,Reconnaissance,Investigated
01/16/2025,07:43:00 AM,170985249978174435,Port Scan Detected,Low,192.168.10.229,TCP port 1492,192.168.4.206,Host 192.168.10.229 shows data exfiltration pattern communication with 192.168.4.206 over TCP port 1492. Possible data exfiltration pattern detected.,Malicious,Malware,Escalated
02/02/2025,03:26:00 PM,682259483933051542,UDA - Trojan Horse Traffic,Medium,192.168.19.217,TCP port 22,192.168.25.178,Host 192.168.19.217 shows anomalous ssh activity communication with 192.168.25.178 over TCP port 22. ,Malicious,Policy Violation,Escalated
01/28/2025,07:01:00 AM,648929399981587304,Anomalous SSH Activity,Low,192.168.18.87,ICMP port 5900,192.168.25.249,Host 192.168.18.87 shows data exfiltration pattern communication with 192.168.25.249 over ICMP port 5900. Possible data exfiltration pattern detected.,Malicious,Malware,Blocked
01/18/2025,01:01:00 AM,868533483962630188,Malware Beaconing,Low,192.168.29.110,UDP port 443,192.168.9.247,Host 192.168.29.110 shows anomalous ssh activity communication with 192.168.9.247 over UDP port 443. ,Legitimate,Policy Violation,Escalated
01/11/2025,11:09:00 PM,562709853814599224,Data Exfiltration Pattern,High,192.168.10.164,TCP port 443,192.168.21.168,Host 192.168.10.164 shows brute force attempt communication with 192.168.21.168 over TCP port 443. Brute force behavior observed.,Malicious,Reconnaissance,Investigated
01/20/2025,07:14:00 AM,981110175874115711,Brute Force Attempt,Medium,192.168.10.106,ICMP port 1492,192.168.25.170,Host 192.168.10.106 shows unauthorized access attempt communication with 192.168.25.170 over ICMP port 1492. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated
01/15/2025,12:33:00 AM,459430752870297710,Malware Beaconing,Critical,192.168.6.6,TCP port 80,192.168.3.162,Host 192.168.6.6 shows unauthorized access attempt communication with 192.168.3.162 over TCP port 80. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated
01/28/2025,05:21:00 PM,874813961739910861,Malware Beaconing,Critical,192.168.23.150,ICMP port 80,192.168.21.170,Host 192.168.23.150 shows port scan detected communication with 192.168.21.170 over ICMP port 80. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated
01/24/2025,11:44:00 AM,946601566282277608,Suspicious DNS Query,Medium,192.168.30.93,ICMP port 22,192.168.1.222,Host 192.168.30.93 shows unauthorized access attempt communication with 192.168.1.222 over ICMP port 22. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated
01/16/2025,11:33:00 PM,915302283971403899,UDA - Trojan Horse Traffic,High,192.168.4.108,UDP port 8080,192.168.2.94,Host 192.168.4.108 shows uda - trojan horse traffic communication with 192.168.2.94 over UDP port 8080. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated
01/09/2025,05:20:00 PM,695389882077522958,Malware Beaconing,Low,192.168.7.106,UDP port 22,192.168.8.80,Host 192.168.7.106 shows uda - trojan horse traffic communication with 192.168.8.80 over UDP port 22. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated
02/02/2025,06:40:00 PM,166776008127825833,Brute Force Attempt,Medium,192.168.7.112,UDP port 8080,192.168.20.216,Host 192.168.7.112 shows data exfiltration pattern communication with 192.168.20.216 over UDP port 8080. Possible data exfiltration pattern detected.,Malicious,Malware,Blocked
01/15/2025,08:24:00 PM,676011337786948817,Port Scan Detected,Low,192.168.23.134,TCP port 443,192.168.17.102,Host 192.168.23.134 shows data exfiltration pattern communication with 192.168.17.102 over TCP port 443. Possible data exfiltration pattern detected.,Malicious,Malware,Escalated
01/14/2025,05:26:00 AM,577317693217522737,Malware Beaconing,Low,192.168.7.218,UDP port 80,192.168.21.150,Host 192.168.7.218 shows brute force attempt communication with 192.168.21.150 over UDP port 80. Brute force behavior observed.,Legitimate,Reconnaissance,Investigated
02/03/2025,09:13:00 PM,541978915850095229,Unauthorized Access Attempt,Medium,192.168.4.180,ICMP port 22,192.168.26.72,Host 192.168.4.180 shows unauthorized access attempt communication with 192.168.26.72 over ICMP port 22. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated
02/01/2025,12:02:00 PM,223861950158086712,UDA - Trojan Horse Traffic,Critical,192.168.24.109,UDP port 3389,192.168.7.13,Host 192.168.24.109 shows unauthorized access attempt communication with 192.168.7.13 over UDP port 3389. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated
01/17/2025,06:06:00 PM,780703768660211108,Port Scan Detected,Low,192.168.8.181,ICMP port 8080,192.168.27.59,Host 192.168.8.181 shows malware beaconing communication with 192.168.27.59 over ICMP port 8080. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked
01/08/2025,11:47:00 PM,894278461698996645,Anomalous SSH Activity,Low,192.168.14.206,ICMP port 53,192.168.5.245,Host 192.168.14.206 shows anomalous ssh activity communication with 192.168.5.245 over ICMP port 53. ,Legitimate,Policy Violation,Escalated
01/16/2025,01:55:00 AM,594180600157682586,Malware Beaconing,High,192.168.20.207,TCP port 22,192.168.16.251,Host 192.168.20.207 shows brute force attempt communication with 192.168.16.251 over TCP port 22. Brute force behavior observed.,Malicious,Reconnaissance,Investigated
01/02/2025,06:33:00 AM,178437254448959749,Anomalous SSH Activity,Medium,192.168.17.217,ICMP port 443,192.168.30.54,Host 192.168.17.217 shows data exfiltration pattern communication with 192.168.30.54 over ICMP port 443. Possible data exfiltration pattern detected.,Malicious,Malware,Blocked
02/01/2025,08:41:00 AM,297257322234241132,Malware Beaconing,Low,192.168.16.32,UDP port 22,192.168.17.112,Host 192.168.16.32 shows port scan detected communication with 192.168.17.112 over UDP port 22. Multiple scanning attempts observed.,Legitimate,Reconnaissance,Investigated
01/10/2025,04:19:00 AM,914922162389927208,Data Exfiltration Pattern,Low,192.168.9.107,TCP port 1492,192.168.29.169,Host 192.168.9.107 shows port scan detected communication with 192.168.29.169 over TCP port 1492. Multiple scanning attempts observed.,Legitimate,Reconnaissance,Investigated
01/10/2025,08:45:00 PM,452921310752716880,Brute Force Attempt,Low,192.168.16.78,UDP port 5900,192.168.16.228,Host 192.168.16.78 shows suspicious dns query communication with 192.168.16.228 over UDP port 5900. ,Legitimate,Benign Activity,No Action Required
01/02/2025,06:09:00 PM,574190591727864973,Data Exfiltration Pattern,High,192.168.7.105,TCP port 443,192.168.25.179,Host 192.168.7.105 shows anomalous ssh activity communication with 192.168.25.179 over TCP port 443. ,Malicious,Policy Violation,Escalated
01/08/2025,05:23:00 AM,707304279027165329,Unauthorized Access Attempt,Low,192.168.5.95,TCP port 8080,192.168.28.142,Host 192.168.5.95 shows anomalous ssh activity communication with 192.168.28.142 over TCP port 8080. ,Legitimate,Policy Violation,Escalated
02/04/2025,03:01:00 AM,293078342996908554,Data Exfiltration Pattern,High,192.168.17.168,ICMP port 443,192.168.19.188,Host 192.168.17.168 shows malware beaconing communication with 192.168.19.188 over ICMP port 443. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked
01/25/2025,11:06:00 AM,316074550140532910,UDA - Trojan Horse Traffic,Medium,192.168.27.182,TCP port 22,192.168.2.138,Host 192.168.27.182 shows malware beaconing communication with 192.168.2.138 over TCP port 22. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked
01/24/2025,03:35:00 AM,488232783143435466,Brute Force Attempt,Low,192.168.18.118,ICMP port 1492,192.168.3.104,Host 192.168.18.118 shows anomalous ssh activity communication with 192.168.3.104 over ICMP port 1492. ,Legitimate,Policy Violation,Escalated
01/24/2025,06:12:00 AM,339214673718965399,Suspicious DNS Query,High,192.168.9.105,UDP port 53,192.168.6.6,Host 192.168.9.105 shows port scan detected communication with 192.168.6.6 over UDP port 53. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated
01/08/2025,07:25:00 PM,795739283827216432,Suspicious DNS Query,Low,192.168.17.243,ICMP port 53,192.168.25.195,Host 192.168.17.243 shows unauthorized access attempt communication with 192.168.25.195 over ICMP port 53. Unauthorized access attempt detected.,Legitimate,Policy Violation,Escalated
01/19/2025,04:26:00 PM,143100217831120111,Malware Beaconing,Critical,192.168.25.110,TCP port 22,192.168.6.139,Host 192.168.25.110 shows uda - trojan horse traffic communication with 192.168.6.139 over TCP port 22. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked
02/02/2025,02:48:00 AM,771985426823721013,Suspicious DNS Query,High,192.168.12.170,TCP port 1492,192.168.24.173,Host 192.168.12.170 shows suspicious dns query communication with 192.168.24.173 over TCP port 1492. ,Malicious,False Positive,Closed
01/20/2025,09:18:00 PM,119191228945456926,Anomalous SSH Activity,High,192.168.23.46,UDP port 1492,192.168.1.155,Host 192.168.23.46 shows unauthorized access attempt communication with 192.168.1.155 over UDP port 1492. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated
01/30/2025,08:26:00 AM,815784096181911381,Suspicious DNS Query,High,192.168.3.152,TCP port 8080,192.168.26.136,Host 192.168.3.152 shows malware beaconing communication with 192.168.26.136 over TCP port 8080. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked
02/04/2025,02:25:00 AM,643968284781603784,Brute Force Attempt,Medium,192.168.29.127,TCP port 22,192.168.27.183,Host 192.168.29.127 shows data exfiltration pattern communication with 192.168.27.183 over TCP port 22. Possible data exfiltration pattern detected.,Malicious,Malware,Blocked
01/16/2025,03:08:00 PM,315548217396534947,Brute Force Attempt,Low,192.168.27.28,UDP port 1492,192.168.16.74,Host 192.168.27.28 shows suspicious dns query communication with 192.168.16.74 over UDP port 1492. ,Legitimate,Benign Activity,No Action Required
02/01/2025,05:41:00 PM,126018569717478772,Anomalous SSH Activity,High,192.168.27.39,ICMP port 5900,192.168.9.67,Host 192.168.27.39 shows brute force attempt communication with 192.168.9.67 over ICMP port 5900. Brute force behavior observed.,Malicious,Reconnaissance,Investigated
01/22/2025,04:42:00 PM,831012751888496111,Brute Force Attempt,Critical,192.168.25.94,ICMP port 5900,192.168.22.56,Host 192.168.25.94 shows anomalous ssh activity communication with 192.168.22.56 over ICMP port 5900. ,Malicious,Policy Violation,Escalated
01/21/2025,04:31:00 PM,931020015141808272,Port Scan Detected,Medium,192.168.2.103,ICMP port 1492,192.168.4.105,Host 192.168.2.103 shows brute force attempt communication with 192.168.4.105 over ICMP port 1492. Brute force behavior observed.,Malicious,Reconnaissance,Investigated
02/01/2025,06:03:00 PM,293044160258374950,UDA - Trojan Horse Traffic,Low,192.168.10.31,UDP port 1492,192.168.7.83,Host 192.168.10.31 shows anomalous ssh activity communication with 192.168.7.83 over UDP port 1492. ,Legitimate,Policy Violation,Escalated
01/03/2025,10:37:00 PM,702772323174841661,Brute Force Attempt,Low,192.168.27.152,ICMP port 5900,192.168.22.232,Host 192.168.27.152 shows data exfiltration pattern communication with 192.168.22.232 over ICMP port 5900. Possible data exfiltration pattern detected.,Malicious,Malware,Blocked
01/11/2025,09:32:00 AM,706878369268216382,Suspicious DNS Query,Low,192.168.6.211,TCP port 1492,192.168.20.250,Host 192.168.6.211 shows data exfiltration pattern communication with 192.168.20.250 over TCP port 1492. Possible data exfiltration pattern detected.,Malicious,Malware,Blocked
01/08/2025,11:25:00 PM,942810424360301637,Suspicious DNS Query,High,192.168.1.224,TCP port 22,192.168.1.33,Host 192.168.1.224 shows port scan detected communication with 192.168.1.33 over TCP port 22. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated
01/25/2025,09:46:00 AM,402754933383781154,Data Exfiltration Pattern,High,192.168.6.250,TCP port 8080,192.168.19.26,Host 192.168.6.250 shows anomalous ssh activity communication with 192.168.19.26 over TCP port 8080. ,Malicious,Policy Violation,Escalated
01/31/2025,08:40:00 AM,322393685320853079,Brute Force Attempt,Medium,192.168.28.8,ICMP port 1492,192.168.2.30,Host 192.168.28.8 shows suspicious dns query communication with 192.168.2.30 over ICMP port 1492. ,Malicious,False Positive,Closed
