Alert Name,Severity,Executive Summary,Status,Category,Action Taken,Hour,Minute,DayOfWeek,IsWeekend,Protocol,Port,Src_Private,Dst_Private,Same_Subnet,keyword_count,has_malware_kw,has_recon_kw,has_policy_kw,severity_ordinal,port_num,high_risk_port,off_hours,flow_count,bytes_transferred,duration_sec
UDA - Trojan Horse Traffic,Critical,Host 192.168.25.20 shows uda - trojan horse traffic communication with 192.168.13.55 over UDP port 22. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated,14,59,3,0,UDP,22,1,1,0,3,1,0,0,3,22,1,0,0,0,0
Brute Force Attempt,Critical,Host 192.168.5.53 shows uda - trojan horse traffic communication with 192.168.16.251 over TCP port 53. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated,0,25,3,0,TCP,53,1,1,0,3,1,0,0,3,53,0,1,0,0,0
Unauthorized Access Attempt,Medium,Host 192.168.25.106 shows malware beaconing communication with 192.168.23.238 over ICMP port 443. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked,3,4,1,0,ICMP,443,1,1,0,3,1,0,0,1,443,0,1,0,0,0
Unauthorized Access Attempt,Low,Host 192.168.11.233 shows anomalous ssh activity communication with 192.168.20.24 over ICMP port 5900. ,Legitimate,Policy Violation,Escalated,18,11,5,1,ICMP,5900,1,1,0,1,0,0,1,0,5900,1,0,0,0,0
Anomalous SSH Activity,High,Host 192.168.12.191 shows data exfiltration pattern communication with 192.168.19.219 over UDP port 5900. Possible data exfiltration pattern detected.,Malicious,Malware,Blocked,21,40,5,1,UDP,5900,1,1,0,1,1,0,0,2,5900,1,0,0,0,0
Brute Force Attempt,Critical,Host 192.168.4.78 shows data exfiltration pattern communication with 192.168.14.140 over ICMP port 3389. Possible data exfiltration pattern detected.,Malicious,Malware,Blocked,1,42,2,0,ICMP,3389,1,1,0,1,1,0,0,3,3389,1,1,0,0,0
Port Scan Detected,High,Host 192.168.28.124 shows data exfiltration pattern communication with 192.168.18.138 over UDP port 5900. Possible data exfiltration pattern detected.,Malicious,Malware,Escalated,15,10,2,0,UDP,5900,1,1,0,1,1,0,0,2,5900,1,0,0,0,0
Suspicious DNS Query,Medium,Host 192.168.9.178 shows port scan detected communication with 192.168.26.228 over TCP port 80. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated,19,46,5,1,TCP,80,1,1,0,3,0,1,0,1,80,0,0,0,0,0
Unauthorized Access Attempt,High,Host 192.168.24.148 shows anomalous ssh activity communication with 192.168.27.165 over ICMP port 443. ,Malicious,Policy Violation,Escalated,21,56,0,0,ICMP,443,1,1,0,1,0,0,1,2,443,0,0,0,0,0
Malware Beaconing,High,Host 192.168.30.98 shows brute force attempt communication with 192.168.18.253 over ICMP port 5900. Brute force behavior observed.,Malicious,Reconnaissance,Investigated,10,12,1,0,ICMP,5900,1,1,0,1,0,1,0,2,5900,1,0,0,0,0
Data Exfiltration Pattern,Critical,Host 192.168.20.9 shows unauthorized access attempt communication with 192.168.1.93 over ICMP port 3389. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated,8,56,1,0,ICMP,3389,1,1,0,3,0,0,1,3,3389,1,0,0,0,0
Malware Beaconing,High,Host 192.168.4.25 shows uda - trojan horse traffic communication with 192.168.18.206 over ICMP port 80. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked,16,52,3,0,ICMP,80,1,1,0,3,1,0,0,2,80,0,0,0,0,0
Malware Beaconing,Low,Host 192.168.5.40 shows port scan detected communication with 192.168.10.177 over ICMP port 5900. Multiple scanning attempts observed.,Legitimate,Reconnaissance,Investigated,2,48,6,1,ICMP,5900,1,1,0,3,0,1,0,0,5900,1,1,0,0,0
Anomalous SSH Activity,Low,Host 192.168.25.46 shows port scan detected communication with 192.168.10.126 over TCP port 443. Multiple scanning attempts observed.,Legitimate,Reconnaissance,Investigated,20,42,0,0,TCP,443,1,1,0,3,0,1,0,0,443,0,0,0,0,0
Port Scan Detected,Low,Host 192.168.24.144 shows suspicious dns query communication with 192.168.9.234 over UDP port 443. ,Legitimate,Benign Activity,No Action Required,2,56,0,0,UDP,443,1,1,0,0,0,0,0,0,443,0,1,0,0,0
Port Scan Detected,High,Host 192.168.1.97 shows uda - trojan horse traffic communication with 192.168.21.66 over ICMP port 1492. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated,9,32,6,1,ICMP,1492,1,1,0,3,1,0,0,2,1492,1,0,0,0,0
Data Exfiltration Pattern,Medium,Host 192.168.13.139 shows malware beaconing communication with 192.168.17.26 over TCP port 1492. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked,5,1,4,0,TCP,1492,1,1,0,3,1,0,0,1,1492,1,1,0,0,0
Data Exfiltration Pattern,Low,Host 192.168.20.178 shows port scan detected communication with 192.168.18.248 over TCP port 443. Multiple scanning attempts observed.,Legitimate,Reconnaissance,Investigated,23,42,2,0,TCP,443,1,1,0,3,0,1,0,0,443,0,0,0,0,0
Anomalous SSH Activity,Low,Host 192.168.30.107 shows port scan detected communication with 192.168.20.75 over TCP port 22. Multiple scanning attempts observed.,Legitimate,Reconnaissance,Investigated,22,55,4,0,TCP,22,1,1,0,3,0,1,0,0,22,1,0,0,0,0
Malware Beaconing,Medium,Host 192.168.30.100 shows uda - trojan horse traffic communication with 192.168.13.76 over UDP port 80. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked,5,53,4,0,UDP,80,1,1,0,3,1,0,0,1,80,0,1,0,0,0
Brute Force Attempt,High,Host 192.168.12.1 shows brute force attempt communication with 192.168.7.33 over ICMP port 443. Brute force behavior observed.,Malicious,Reconnaissance,Investigated,9,41,6,1,ICMP,443,1,1,0,1,0,1,0,2,443,0,0,0,0,0
Malware Beaconing,Low,Host 192.168.23.243 shows uda - trojan horse traffic communication with 192.168.11.16 over ICMP port 1492. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked,20,23,5,1,ICMP,1492,1,1,0,3,1,0,0,0,1492,1,0,0,0,0
Port Scan Detected,Medium,Host 192.168.26.72 shows malware beaconing communication with 192.168.10.45 over UDP port 443. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked,11,12,5,1,UDP,443,1,1,0,3,1,0,0,1,443,0,0,0,0,0
Suspicious DNS Query,Critical,Host 192.168.8.32 shows port scan detected communication with 192.168.5.207 over TCP port 8080. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated,4,43,1,0,TCP,8080,1,1,0,3,0,1,0,3,8080,0,1,0,0,0
Suspicious DNS Query,Low,Host 192.168.10.207 shows suspicious dns query communication with 192.168.24.97 over TCP port 1492. ,Legitimate,Benign Activity,No Action Required,2,46,4,0,TCP,1492,1,1,0,0,0,0,0,0,1492,1,1,0,0,0
UDA - Trojan Horse Traffic,Critical,Host 192.168.29.162 shows unauthorized access attempt communication with 192.168.8.44 over UDP port 443. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated,7,40,5,1,UDP,443,1,1,0,3,0,0,1,3,443,0,0,0,0,0
Brute Force Attempt,Critical,Host 192.168.7.187 shows unauthorized access attempt communication with 192.168.25.125 over TCP port 53. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated,9,29,1,0,TCP,53,1,1,0,3,0,0,1,3,53,0,0,0,0,0
Suspicious DNS Query,Medium,Host 192.168.29.239 shows suspicious dns query communication with 192.168.15.53 over UDP port 1492. ,Malicious,False Positive,Closed,10,52,6,1,UDP,1492,1,1,0,0,0,0,0,1,1492,1,0,0,0,0
Port Scan Detected,Medium,Host 192.168.5.17 shows data exfiltration pattern communication with 192.168.29.159 over ICMP port 1492. Possible data exfiltration pattern detected.,Malicious,Malware,Blocked,2,53,4,0,ICMP,1492,1,1,0,1,1,0,0,1,1492,1,1,0,0,0
UDA - Trojan Horse Traffic,Low,Host 192.168.3.153 shows brute force attempt communication with 192.168.21.253 over TCP port 5900. Brute force behavior observed.,Legitimate,Reconnaissance,Investigated,2,54,0,0,TCP,5900,1,1,0,1,0,1,0,0,5900,1,1,0,0,0
Data Exfiltration Pattern,High,Host 192.168.4.49 shows brute force attempt communication with 192.168.24.11 over TCP port 53. Brute force behavior observed.,Malicious,Reconnaissance,Investigated,8,1,6,1,TCP,53,1,1,0,1,0,1,0,2,53,0,0,0,0,0
Anomalous SSH Activity,Low,Host 192.168.17.31 shows suspicious dns query communication with 192.168.22.80 over TCP port 5900. ,Legitimate,Benign Activity,No Action Required,17,1,0,0,TCP,5900,1,1,0,0,0,0,0,0,5900,1,0,0,0,0
Anomalous SSH Activity,Medium,Host 192.168.19.169 shows anomalous ssh activity communication with 192.168.28.66 over TCP port 22. ,Malicious,Policy Violation,Escalated,15,25,2,0,TCP,22,1,1,0,1,0,0,1,1,22,1,0,0,0,0
Data Exfiltration Pattern,Medium,Host 192.168.29.14 shows port scan detected communication with 192.168.2.16 over ICMP port 1492. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated,19,45,1,0,ICMP,1492,1,1,0,3,0,1,0,1,1492,1,0,0,0,0
Brute Force Attempt,Medium,Host 192.168.14.58 shows data exfiltration pattern communication with 192.168.15.169 over UDP port 5900. Possible data exfiltration pattern detected.,Malicious,Malware,Escalated,5,58,5,1,UDP,5900,1,1,0,1,1,0,0,1,5900,1,1,0,0,0
Anomalous SSH Activity,Medium,Host 192.168.16.24 shows anomalous ssh activity communication with 192.168.11.95 over TCP port 8080. ,Malicious,Policy Violation,Escalated,21,35,5,1,TCP,8080,1,1,0,1,0,0,1,1,8080,0,0,0,0,0
Brute Force Attempt,Medium,Host 192.168.25.202 shows data exfiltration pattern communication with 192.168.15.36 over TCP port 8080. Possible data exfiltration pattern detected.,Malicious,Malware,Escalated,6,36,0,0,TCP,8080,1,1,0,1,1,0,0,1,8080,0,0,0,0,0
Anomalous SSH Activity,High,Host 192.168.11.48 shows uda - trojan horse traffic communication with 192.168.10.145 over TCP port 53. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked,5,17,5,1,TCP,53,1,1,0,3,1,0,0,2,53,0,1,0,0,0
Malware Beaconing,Medium,Host 192.168.26.15 shows uda - trojan horse traffic communication with 192.168.7.42 over ICMP port 53. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated,8,52,1,0,ICMP,53,1,1,0,3,1,0,0,1,53,0,0,0,0,0
Malware Beaconing,High,Host 192.168.5.60 shows unauthorized access attempt communication with 192.168.10.53 over UDP port 1492. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated,8,48,6,1,UDP,1492,1,1,0,3,0,0,1,2,1492,1,0,0,0,0
Suspicious DNS Query,Medium,Host 192.168.26.241 shows uda - trojan horse traffic communication with 192.168.6.154 over ICMP port 53. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated,19,29,6,1,ICMP,53,1,1,0,3,1,0,0,1,53,0,0,0,0,0
Brute Force Attempt,Medium,Host 192.168.25.14 shows suspicious dns query communication with 192.168.18.34 over UDP port 5900. ,Malicious,False Positive,Closed,9,48,0,0,UDP,5900,1,1,0,0,0,0,0,1,5900,1,0,0,0,0
Brute Force Attempt,High,Host 192.168.23.90 shows suspicious dns query communication with 192.168.21.150 over TCP port 53. ,Malicious,False Positive,Closed,0,39,0,0,TCP,53,1,1,0,0,0,0,0,2,53,0,1,0,0,0
Malware Beaconing,Critical,Host 192.168.16.79 shows data exfiltration pattern communication with 192.168.10.207 over UDP port 1492. Possible data exfiltration pattern detected.,Malicious,Malware,Blocked,19,46,3,0,UDP,1492,1,1,0,1,1,0,0,3,1492,1,0,0,0,0
Anomalous SSH Activity,Critical,Host 192.168.27.115 shows brute force attempt communication with 192.168.9.49 over ICMP port 3389. Brute force behavior observed.,Malicious,Reconnaissance,Investigated,1,40,6,1,ICMP,3389,1,1,0,1,0,1,0,3,3389,1,1,0,0,0
Malware Beaconing,Medium,Host 192.168.1.89 shows port scan detected communication with 192.168.14.211 over UDP port 53. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated,16,57,6,1,UDP,53,1,1,0,3,0,1,0,1,53,0,0,0,0,0
UDA - Trojan Horse Traffic,Low,Host 192.168.13.160 shows suspicious dns query communication with 192.168.9.109 over TCP port 3389. ,Legitimate,Benign Activity,No Action Required,6,56,3,0,TCP,3389,1,1,0,0,0,0,0,0,3389,1,0,0,0,0
Malware Beaconing,Low,Host 192.168.11.137 shows brute force attempt communication with 192.168.2.7 over TCP port 5900. Brute force behavior observed.,Legitimate,Reconnaissance,Investigated,1,17,6,1,TCP,5900,1,1,0,1,0,1,0,0,5900,1,1,0,0,0
Anomalous SSH Activity,Medium,Host 192.168.30.36 shows uda - trojan horse traffic communication with 192.168.13.187 over ICMP port 5900. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked,4,6,1,0,ICMP,5900,1,1,0,3,1,0,0,1,5900,1,1,0,0,0
Data Exfiltration Pattern,Critical,Host 192.168.5.4 shows anomalous ssh activity communication with 192.168.8.104 over ICMP port 53. ,Malicious,Policy Violation,Escalated,14,51,5,1,ICMP,53,1,1,0,1,0,0,1,3,53,0,0,0,0,0
Brute Force Attempt,Critical,Host 192.168.29.217 shows malware beaconing communication with 192.168.29.53 over TCP port 3389. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated,0,3,2,0,TCP,3389,1,1,1,3,1,0,0,3,3389,1,1,0,0,0
Anomalous SSH Activity,Critical,Host 192.168.10.175 shows suspicious dns query communication with 192.168.19.194 over TCP port 1492. ,Malicious,False Positive,Closed,3,20,3,0,TCP,1492,1,1,0,0,0,0,0,3,1492,1,1,0,0,0
Data Exfiltration Pattern,Low,Host 192.168.9.37 shows uda - trojan horse traffic communication with 192.168.1.2 over TCP port 3389. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated,23,49,4,0,TCP,3389,1,1,0,3,1,0,0,0,3389,1,0,0,0,0
Data Exfiltration Pattern,Medium,Host 192.168.25.127 shows port scan detected communication with 192.168.9.235 over TCP port 5900. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated,2,1,6,1,TCP,5900,1,1,0,3,0,1,0,1,5900,1,1,0,0,0
Brute Force Attempt,Critical,Host 192.168.1.233 shows uda - trojan horse traffic communication with 192.168.5.207 over UDP port 443. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated,1,11,3,0,UDP,443,1,1,0,3,1,0,0,3,443,0,1,0,0,0
Suspicious DNS Query,Medium,Host 192.168.20.121 shows port scan detected communication with 192.168.14.160 over ICMP port 3389. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated,22,16,5,1,ICMP,3389,1,1,0,3,0,1,0,1,3389,1,0,0,0,0
Anomalous SSH Activity,High,Host 192.168.4.11 shows brute force attempt communication with 192.168.30.225 over TCP port 22. Brute force behavior observed.,Malicious,Reconnaissance,Investigated,22,41,1,0,TCP,22,1,1,0,1,0,1,0,2,22,1,0,0,0,0
Anomalous SSH Activity,Low,Host 192.168.29.249 shows uda - trojan horse traffic communication with 192.168.8.32 over ICMP port 5900. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated,9,24,4,0,ICMP,5900,1,1,0,3,1,0,0,0,5900,1,0,0,0,0
Port Scan Detected,Medium,Host 192.168.25.231 shows anomalous ssh activity communication with 192.168.19.114 over UDP port 1492. ,Malicious,Policy Violation,Escalated,22,47,2,0,UDP,1492,1,1,0,1,0,0,1,1,1492,1,0,0,0,0
Brute Force Attempt,Low,Host 192.168.7.162 shows data exfiltration pattern communication with 192.168.17.73 over TCP port 8080. Possible data exfiltration pattern detected.,Malicious,Malware,Escalated,2,30,2,0,TCP,8080,1,1,0,1,1,0,0,0,8080,0,1,0,0,0
Anomalous SSH Activity,Medium,Host 192.168.18.230 shows uda - trojan horse traffic communication with 192.168.23.182 over ICMP port 3389. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked,5,54,4,0,ICMP,3389,1,1,0,3,1,0,0,1,3389,1,1,0,0,0
Anomalous SSH Activity,High,Host 192.168.6.4 shows data exfiltration pattern communication with 192.168.8.148 over ICMP port 5900. Possible data exfiltration pattern detected.,Malicious,Malware,Escalated,5,22,2,0,ICMP,5900,1,1,0,1,1,0,0,2,5900,1,1,0,0,0
Suspicious DNS Query,Critical,Host 192.168.22.10 shows port scan detected communication with 192.168.21.175 over ICMP port 8080. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated,11,49,5,1,ICMP,8080,1,1,0,3,0,1,0,3,8080,0,0,0,0,0
Anomalous SSH Activity,High,Host 192.168.4.27 shows anomalous ssh activity communication with 192.168.14.187 over UDP port 53. ,Malicious,Policy Violation,Escalated,11,13,6,1,UDP,53,1,1,0,1,0,0,1,2,53,0,0,0,0,0
Malware Beaconing,Medium,Host 192.168.25.66 shows unauthorized access attempt communication with 192.168.16.80 over UDP port 3389. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated,19,14,4,0,UDP,3389,1,1,0,3,0,0,1,1,3389,1,0,0,0,0
Brute Force Attempt,Low,Host 192.168.24.146 shows uda - trojan horse traffic communication with 192.168.23.192 over ICMP port 1492. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated,19,21,2,0,ICMP,1492,1,1,0,3,1,0,0,0,1492,1,0,0,0,0
Anomalous SSH Activity,High,Host 192.168.5.180 shows uda - trojan horse traffic communication with 192.168.24.12 over ICMP port 1492. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked,17,10,6,1,ICMP,1492,1,1,0,3,1,0,0,2,1492,1,0,0,0,0
Brute Force Attempt,Critical,Host 192.168.24.63 shows uda - trojan horse traffic communication with 192.168.9.105 over UDP port 1492. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked,9,35,6,1,UDP,1492,1,1,0,3,1,0,0,3,1492,1,0,0,0,0
Unauthorized Access Attempt,Medium,Host 192.168.13.161 shows suspicious dns query communication with 192.168.11.112 over UDP port 3389. ,Malicious,False Positive,Closed,23,7,3,0,UDP,3389,1,1,0,0,0,0,0,1,3389,1,0,0,0,0
Suspicious DNS Query,Critical,Host 192.168.8.73 shows uda - trojan horse traffic communication with 192.168.8.85 over UDP port 3389. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked,8,49,6,1,UDP,3389,1,1,1,3,1,0,0,3,3389,1,0,0,0,0
Port Scan Detected,High,Host 192.168.23.82 shows port scan detected communication with 192.168.24.89 over ICMP port 3389. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated,1,33,0,0,ICMP,3389,1,1,0,3,0,1,0,2,3389,1,1,0,0,0
Unauthorized Access Attempt,Critical,Host 192.168.3.228 shows port scan detected communication with 192.168.21.62 over ICMP port 1492. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated,5,46,3,0,ICMP,1492,1,1,0,3,0,1,0,3,1492,1,1,0,0,0
Malware Beaconing,Medium,Host 192.168.30.31 shows suspicious dns query communication with 192.168.9.235 over TCP port 1492. ,Malicious,False Positive,Closed,22,32,3,0,TCP,1492,1,1,0,0,0,0,0,1,1492,1,0,0,0,0
Anomalous SSH Activity,High,Host 192.168.20.140 shows data exfiltration pattern communication with 192.168.5.251 over ICMP port 53. Possible data exfiltration pattern detected.,Malicious,Malware,Blocked,4,3,2,0,ICMP,53,1,1,0,1,1,0,0,2,53,0,1,0,0,0
Port Scan Detected,Critical,Host 192.168.8.184 shows anomalous ssh activity communication with 192.168.4.153 over UDP port 22. ,Malicious,Policy Violation,Escalated,23,32,4,0,UDP,22,1,1,0,1,0,0,1,3,22,1,0,0,0,0
Anomalous SSH Activity,Medium,Host 192.168.4.131 shows anomalous ssh activity communication with 192.168.30.31 over UDP port 3389. ,Malicious,Policy Violation,Escalated,3,3,0,0,UDP,3389,1,1,0,1,0,0,1,1,3389,1,1,0,0,0
Malware Beaconing,High,Host 192.168.11.242 shows data exfiltration pattern communication with 192.168.27.87 over UDP port 22. Possible data exfiltration pattern detected.,Malicious,Malware,Escalated,15,46,1,0,UDP,22,1,1,0,1,1,0,0,2,22,1,0,0,0,0
Anomalous SSH Activity,High,Host 192.168.11.236 shows brute force attempt communication with 192.168.7.177 over UDP port 443. Brute force behavior observed.,Malicious,Reconnaissance,Investigated,16,42,2,0,UDP,443,1,1,0,1,0,1,0,2,443,0,0,0,0,0
Port Scan Detected,Medium,Host 192.168.22.51 shows uda - trojan horse traffic communication with 192.168.6.224 over TCP port 1492. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked,13,9,0,0,TCP,1492,1,1,0,3,1,0,0,1,1492,1,0,0,0,0
Brute Force Attempt,Critical,Host 192.168.26.116 shows malware beaconing communication with 192.168.21.189 over TCP port 22. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated,8,4,2,0,TCP,22,1,1,0,3,1,0,0,3,22,1,0,0,0,0
UDA - Trojan Horse Traffic,Low,Host 192.168.15.236 shows uda - trojan horse traffic communication with 192.168.14.107 over TCP port 53. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked,12,25,3,0,TCP,53,1,1,0,3,1,0,0,0,53,0,0,0,0,0
Data Exfiltration Pattern,Low,Host 192.168.30.222 shows uda - trojan horse traffic communication with 192.168.22.146 over UDP port 80. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated,0,50,1,0,UDP,80,1,1,0,3,1,0,0,0,80,0,1,0,0,0
Port Scan Detected,Critical,Host 192.168.27.30 shows malware beaconing communication with 192.168.9.122 over ICMP port 1492. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked,15,0,1,0,ICMP,1492,1,1,0,3,1,0,0,3,1492,1,0,0,0,0
Malware Beaconing,Low,Host 192.168.20.59 shows malware beaconing communication with 192.168.18.27 over UDP port 443. Possible trojan or malware beaconing detected.,Malicious,Malware,Blocked,5,43,4,0,UDP,443,1,1,0,3,1,0,0,0,443,0,1,0,0,0
Data Exfiltration Pattern,Low,Host 192.168.11.166 shows unauthorized access attempt communication with 192.168.10.65 over ICMP port 443. Unauthorized access attempt detected.,Legitimate,Policy Violation,Escalated,14,12,2,0,ICMP,443,1,1,0,3,0,0,1,0,443,0,0,0,0,0
UDA - Trojan Horse Traffic,High,Host 192.168.16.112 shows suspicious dns query communication with 192.168.17.36 over UDP port 1492. ,Malicious,False Positive,Closed,15,41,2,0,UDP,1492,1,1,0,0,0,0,0,2,1492,1,0,0,0,0
Port Scan Detected,Medium,Host 192.168.30.191 shows anomalous ssh activity communication with 192.168.25.62 over TCP port 8080. ,Malicious,Policy Violation,Escalated,17,55,5,1,TCP,8080,1,1,0,1,0,0,1,1,8080,0,0,0,0,0
Anomalous SSH Activity,Low,Host 192.168.19.1 shows malware beaconing communication with 192.168.25.75 over UDP port 3389. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated,23,5,4,0,UDP,3389,1,1,0,3,1,0,0,0,3389,1,0,0,0,0
Anomalous SSH Activity,High,Host 192.168.24.214 shows data exfiltration pattern communication with 192.168.19.58 over ICMP port 53. Possible data exfiltration pattern detected.,Malicious,Malware,Escalated,17,29,4,0,ICMP,53,1,1,0,1,1,0,0,2,53,0,0,0,0,0
Anomalous SSH Activity,High,Host 192.168.9.25 shows brute force attempt communication with 192.168.16.138 over UDP port 53. Brute force behavior observed.,Malicious,Reconnaissance,Investigated,20,42,5,1,UDP,53,1,1,0,1,0,1,0,2,53,0,0,0,0,0
Malware Beaconing,Low,Host 192.168.30.72 shows suspicious dns query communication with 192.168.30.225 over ICMP port 53. ,Legitimate,Benign Activity,No Action Required,14,54,2,0,ICMP,53,1,1,1,0,0,0,0,0,53,0,0,0,0,0
Unauthorized Access Attempt,Critical,Host 192.168.1.243 shows brute force attempt communication with 192.168.25.199 over TCP port 3389. Brute force behavior observed.,Malicious,Reconnaissance,Investigated,1,41,3,0,TCP,3389,1,1,0,1,0,1,0,3,3389,1,1,0,0,0
Unauthorized Access Attempt,High,Host 192.168.25.180 shows anomalous ssh activity communication with 192.168.15.156 over TCP port 1492. ,Malicious,Policy Violation,Escalated,23,37,6,1,TCP,1492,1,1,0,1,0,0,1,2,1492,1,0,0,0,0
Data Exfiltration Pattern,Low,Host 192.168.4.245 shows brute force attempt communication with 192.168.30.92 over TCP port 443. Brute force behavior observed.,Legitimate,Reconnaissance,Investigated,16,3,3,0,TCP,443,1,1,0,1,0,1,0,0,443,0,0,0,0,0
Port Scan Detected,Low,Host 192.168.10.229 shows data exfiltration pattern communication with 192.168.4.206 over TCP port 1492. Possible data exfiltration pattern detected.,Malicious,Malware,Escalated,7,43,3,0,TCP,1492,1,1,0,1,1,0,0,0,1492,1,0,0,0,0
UDA - Trojan Horse Traffic,Medium,Host 192.168.19.217 shows anomalous ssh activity communication with 192.168.25.178 over TCP port 22. ,Malicious,Policy Violation,Escalated,15,26,6,1,TCP,22,1,1,0,1,0,0,1,1,22,1,0,0,0,0
Anomalous SSH Activity,Low,Host 192.168.18.87 shows data exfiltration pattern communication with 192.168.25.249 over ICMP port 5900. Possible data exfiltration pattern detected.,Malicious,Malware,Blocked,7,1,1,0,ICMP,5900,1,1,0,1,1,0,0,0,5900,1,0,0,0,0
Malware Beaconing,Low,Host 192.168.29.110 shows anomalous ssh activity communication with 192.168.9.247 over UDP port 443. ,Legitimate,Policy Violation,Escalated,1,1,5,1,UDP,443,1,1,0,1,0,0,1,0,443,0,1,0,0,0
Data Exfiltration Pattern,High,Host 192.168.10.164 shows brute force attempt communication with 192.168.21.168 over TCP port 443. Brute force behavior observed.,Malicious,Reconnaissance,Investigated,23,9,5,1,TCP,443,1,1,0,1,0,1,0,2,443,0,0,0,0,0
Brute Force Attempt,Medium,Host 192.168.10.106 shows unauthorized access attempt communication with 192.168.25.170 over ICMP port 1492. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated,7,14,0,0,ICMP,1492,1,1,0,3,0,0,1,1,1492,1,0,0,0,0
Malware Beaconing,Critical,Host 192.168.6.6 shows unauthorized access attempt communication with 192.168.3.162 over TCP port 80. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated,0,33,2,0,TCP,80,1,1,0,3,0,0,1,3,80,0,1,0,0,0
Malware Beaconing,Critical,Host 192.168.23.150 shows port scan detected communication with 192.168.21.170 over ICMP port 80. Multiple scanning attempts observed.,Malicious,Reconnaissance,Investigated,17,21,1,0,ICMP,80,1,1,0,3,0,1,0,3,80,0,0,0,0,0
Suspicious DNS Query,Medium,Host 192.168.30.93 shows unauthorized access attempt communication with 192.168.1.222 over ICMP port 22. Unauthorized access attempt detected.,Malicious,Policy Violation,Escalated,11,44,4,0,ICMP,22,1,1,0,3,0,0,1,1,22,1,0,0,0,0
UDA - Trojan Horse Traffic,High,Host 192.168.4.108 shows uda - trojan horse traffic communication with 192.168.2.94 over UDP port 8080. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated,23,33,3,0,UDP,8080,1,1,0,3,1,0,0,2,8080,0,0,0,0,0
Malware Beaconing,Low,Host 192.168.7.106 shows uda - trojan horse traffic communication with 192.168.8.80 over UDP port 22. Possible trojan or malware beaconing detected.,Malicious,Malware,Escalated,17,20,3,0,UDP,22,1,1,0,3,1,0,0,0,22,1,0,0,0,0
Brute Force Attempt,Medium,Host 192.168.7.112 shows data exfiltration pattern communication with 192.168.20.216 over UDP port 8080. Possible data exfiltration pattern detected.,Malicious,Malware,Blocked,18,40,6,1,UDP,8080,1,1,0,1,1,0,0,1,8080,0,0,0,0,0
Port Scan Detected,Low,Host 192.168.23.134 shows data exfiltration pattern communication with 192.168.17.102 over TCP port 443. Possible data exfiltration pattern detected.,Malicious,Malware,Escalated,20,24,2,0,TCP,443,1,1,0,1,1,0,0,0,443,0,0,0,0,0
Malware Beaconing,Low,Host 192.168.7.218 shows brute force attempt communication with 192.168.21.150 over UDP port 80. Brute force behavior observed.,Legitimate,Reconnaissance,Investigated,5,26,1,0,UDP,80,1,1,0,1,0,1,0,0,80,0,1,0,0,0
